======================================================================
ARM A: JOINT self-play, V2V prior, 312 updates (matches W5 budget)
======================================================================
  [jointV2V] steps=   86,080 ret=  -130.0 coll= 13.0%
  [jointV2V] steps=   86,288 ret=   -50.0 coll=  5.0%
  [jointV2V] steps=   86,496 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   86,704 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   86,912 ret=   -20.0 coll=  2.0%
  [jointV2V] steps=   87,120 ret=  -130.0 coll= 13.0%
  [jointV2V] steps=   87,328 ret=  -130.0 coll= 13.0%
  [jointV2V] steps=   87,536 ret=  -130.0 coll= 13.0%
  [jointV2V] steps=   87,744 ret=  -110.0 coll= 11.0%
  [jointV2V] steps=   87,952 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   88,160 ret=   -60.0 coll=  6.0%
  [jointV2V] steps=   88,368 ret=  -130.0 coll= 13.0%
  [jointV2V] steps=   88,576 ret=   -20.0 coll=  2.0%
  [jointV2V] steps=   88,784 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   88,992 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   89,200 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   89,408 ret=  -120.0 coll= 12.0%
  [jointV2V] steps=   89,616 ret=  -130.0 coll= 13.0%
  [jointV2V] steps=   89,824 ret=  -110.0 coll= 11.0%
  [jointV2V] steps=   90,032 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   90,240 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   90,448 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   90,656 ret=   -80.0 coll=  8.0%
  [jointV2V] steps=   90,864 ret=  -130.0 coll= 13.0%
  [jointV2V] steps=   91,072 ret=  -130.0 coll= 13.0%
  [jointV2V] steps=   91,280 ret=   -30.0 coll=  3.0%
  [jointV2V] steps=   91,488 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   91,696 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   91,904 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   92,112 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   92,320 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   92,528 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   92,736 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   92,944 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   93,152 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   93,360 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   93,568 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   93,776 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   93,984 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   94,192 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   94,400 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   94,608 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   94,816 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   95,024 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   95,232 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   95,440 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   95,648 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   95,856 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   96,064 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   96,272 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   96,480 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   96,688 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   96,896 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   97,104 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   97,312 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   97,520 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   97,728 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   97,936 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   98,144 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   98,352 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   98,560 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   98,768 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   98,976 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   99,184 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   99,392 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   99,600 ret=     0.0 coll=  0.0%
  [jointV2V] steps=   99,808 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  100,016 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  100,224 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  100,432 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  100,640 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  100,848 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  101,056 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  101,264 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  101,472 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  101,680 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  101,888 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  102,096 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  102,304 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  102,512 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  102,720 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  102,928 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  103,136 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  103,344 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  103,552 ret=     0.0 coll=  0.0%
  [jointV2V] steps=  103,760 ret=     0.0 coll=  0.0%
